The Bridge - Radisson Blu Hotel,The Bridge - Radisson Blu Hotel,
WokTok - The Grand New Delhi,WokTok - The Grand New Delhi,
Freskka,Freskka,
Terra Vista - Best Western Star Residency,Terra Vista - Best Western Star Residency,
Gulnar,Gulnar,
Legacy Restaurant,Legacy Restaurant,
CakeWalk - Park Plaza,CakeWalk - Park Plaza,
Sip & Snack,Sip & Snack,
The Friends Republic,The Friends Republic,
The Delhi Canteen,The Delhi Canteen,
Vasanta Bhavan,Vasanta Bhavan,
Garden Cafe Express,Garden Cafe Express,
Cafe Como,Cafe Como,
Pawan Putra,Pawan Putra,
Holy Smoke,Holy Smoke,
Kim Ling,Kim Ling,
Lazeez Food,Lazeez Food,
Carrots Restaurant,Carrots Restaurant,
Coffee a More,Coffee a More,
Sinciti Bar & Lounge,Sinciti Bar & Lounge,
Tokyo - The Habitare Hotel,Tokyo - The Habitare Hotel,
Peacock  ,Peacock  ,
Zaitoon,Zaitoon,
Farmer's Choice,Farmer's Choice,
Bricklane,Bricklane,
Mughlai Shahi Rasoi,Mughlai Shahi Rasoi,
Gokul Cafe Lounge,Gokul Cafe Lounge,
Silver Screen Asia,Silver Screen Asia,
Kix Lounge,Kix Lounge,
Cup O' Joe,Cup O' Joe,
Cara Barbeque & Biryani,Cara Barbeque & Biryani,
Bene - Sheraton Bangalore,Bene - Sheraton Bangalore,
The Bar & Grill,The Bar & Grill,
Suvarna Rekha Bar & Restaurant,Suvarna Rekha Bar & Restaurant,
Maska Masala,Maska Masala,
Icy N Spicy,Icy N Spicy,
Cafe 4/1,Cafe 4/1,
Shalimar Deluxe,Shalimar Deluxe,
Smokyzz - Hotel Ramada,Smokyzz - Hotel Ramada,
Nutmeg The Gourmet Shop - ITC Sonar,Nutmeg The Gourmet Shop - ITC Sonar,
Bar Code,Bar Code,
Sarjaa Restaurant & Bar,Sarjaa Restaurant & Bar,
Hotel Elite Restaurant,Hotel Elite Restaurant,
Howzatt - Galaxy Hotel,Howzatt - Galaxy Hotel,
Cocoa By Belgique,Cocoa By Belgique,
Seventh Heaven,Seventh Heaven,
Paradox Resto Cafe,Paradox Resto Cafe,
Grab Eat,Grab Eat,
Ohri's Jiva Imperia,Ohri's Jiva Imperia,
Olive,Olive,
Yumz,Yumz,
Wood Curry,Wood Curry,
The Rose Restaurant,The Rose Restaurant,
Samruddhi,Samruddhi,
Nile,Nile,
Cha Shi,Cha Shi,
Berco's,Berco's,
Saffron Soul - Marigold Hotel,Saffron Soul - Marigold Hotel,
Estasi Cafe,Estasi Cafe,
Cafe Do Ghoont,Cafe Do Ghoont,
Urban Degchi - Kitchen & Bar,Urban Degchi - Kitchen & Bar,
Cocoberry,Cocoberry,
Dulcie's 95,Dulcie's 95,
Big Boss,Big Boss,
SPICED - Crowne Plaza,SPICED - Crowne Plaza,
Sandys Cocktails & Kitchen,Sandys Cocktails & Kitchen,
Deck - The Sky Bar,Deck - The Sky Bar,
Yamass,Yamass,
Chilli Pepper,Chilli Pepper,
TGI Friday's - Hyderabad,TGI Friday's - Hyderabad,
Edesia - Crowne Plaza Today New Delhi Okhla,Edesia - Crowne Plaza Today New Delhi Okhla,
Veg Foodiezz,Veg Foodiezz,
FLO,FLO,
Knight Rider,Knight Rider,
Timber The Bar,Timber The Bar,
The Bloomsbury Fraternity Cafe,The Bloomsbury Fraternity Cafe,
Gokul Pure Veg.,Gokul Pure Veg.,
The Chervil,The Chervil,
Urban Karahi,Urban Karahi,
Tapas,Tapas,
Young Wild Free Cafe,Young Wild Free Cafe,
Boombox Cafe,Boombox Cafe,
 The Pub, The Pub,
Mrs. Magpie Bistro ,Mrs. Magpie Bistro ,
Cherry Comet,Cherry Comet,
Punjabi By Nature Express,Punjabi By Nature Express,
YOLO Gastro Bar,YOLO Gastro Bar,
Pushkaraj Garden Family Restaurant & Bar,Pushkaraj Garden Family Restaurant & Bar,
Sotally Tober,Sotally Tober,
Dil Punjabi,Dil Punjabi,
De Bistro,De Bistro,
Shagun,Shagun,
Hyderabad House,Hyderabad House,
TBC Da Dhaba,TBC Da Dhaba,
The Pastry Shop - Radisson Blu Plaza,The Pastry Shop - Radisson Blu Plaza,
Le Cirque Signature - The Leela Palace Hotel,Le Cirque Signature - The Leela Palace Hotel,
Diya - The Leela Ambience Convention Hotel,Diya - The Leela Ambience Convention Hotel,
Mmyra Lounge,Mmyra Lounge,
Afraa Deli,Afraa Deli,
Just Indulge,Just Indulge,
Lounge 9,Lounge 9,
The Mask - Aurick Boutique Hotel,The Mask - Aurick Boutique Hotel,
AB's - Absolute Barbecues,AB's - Absolute Barbecues,
Alfresco - Taj Krishna Hotel,Alfresco - Taj Krishna Hotel,
Pamphilos Kitchen & Bar,Pamphilos Kitchen & Bar,
Marea-Bar,Marea-Bar,
Kafe Caramel,Kafe Caramel,
Durbar,Durbar,
Bhojanam,Bhojanam,
Taco Bell,Taco Bell,
Kona Kafe,Kona Kafe,
Courtyard - By Jukaso It Suites,Courtyard - By Jukaso It Suites,
Foodies,Foodies,
The Brew Master,The Brew Master,
Invitation,Invitation,
Neptune - Fortune Inn Grazia,Neptune - Fortune Inn Grazia,
Santa's Fantasea,Santa's Fantasea,
The Chutney Co.,The Chutney Co.,
Sufi Restaurant,Sufi Restaurant,
Dum-A-Dum,Dum-A-Dum,
Jimmy's Restaurant & Bar,Jimmy's Restaurant & Bar,
Zodiac - Fortune Select JP Cosmos,Zodiac - Fortune Select JP Cosmos,
The Bounty,The Bounty,
Alampur Bar & Restaurant,Alampur Bar & Restaurant,
Palace Heights,Palace Heights,
Runway 70,Runway 70,
The Grill - Vivanta By Taj,The Grill - Vivanta By Taj,
Leafy Restaurant,Leafy Restaurant,
Graze - Vivanta By Taj,Graze - Vivanta By Taj,
The Lime Multi Cuisine Restaurant,The Lime Multi Cuisine Restaurant,
Atlantis,Atlantis,
Maddy's Pasta Bar,Maddy's Pasta Bar,
The Funky Kona,The Funky Kona,
Oye Pape,Oye Pape,
Chill on Ice,Chill on Ice,
India House,India House,
The Orient,The Orient,
Berry'd Alive,Berry'd Alive,
North2South,North2South,
The Spicy Venue,The Spicy Venue,
Black Sky Bar - Aauris,Black Sky Bar - Aauris,
Chinese Room Oriental ,Chinese Room Oriental ,
Hive - Kitchen & Bar,Hive - Kitchen & Bar,
Matteo Coffea,Matteo Coffea,
Tempting Restaurant,Tempting Restaurant,
Go Lebanese,Go Lebanese,
High Street Bar,High Street Bar,
Hungry Monk,Hungry Monk,
Jimmy Hu,Jimmy Hu,
Curries,Curries,
Wood Box Cafe,Wood Box Cafe,
Daawat Khana,Daawat Khana,
The Leo'z,The Leo'z,
K19 - Park Plaza Kolkata Ballygunge,K19 - Park Plaza Kolkata Ballygunge,
Cafe Meraki,Cafe Meraki,
Burgundy Grill - Crowne Plaza Hotel,Burgundy Grill - Crowne Plaza Hotel,
Rrala's Habibi,Rrala's Habibi,
Gardenia Food And Grill,Gardenia Food And Grill,
Shatranj Wine And Dine - Hotel Green Plaza,Shatranj Wine And Dine - Hotel Green Plaza,
Zaffran - The Bristol,Zaffran - The Bristol,
Aao Khao,Aao Khao,
Rudu Bhojan,Rudu Bhojan,
House of Chai,House of Chai,
Oxy Lounge,Oxy Lounge,
Q Bar,Q Bar,
Pakwan Dining Hall,Pakwan Dining Hall,
Surya Family Restaurant,Surya Family Restaurant,
Southern Spice - W3,Southern Spice - W3,
Hyderabad Ruchi's,Hyderabad Ruchi's,
Highland Park The Restaurant,Highland Park The Restaurant,
Tiger Trail - Royal Orchid Central,Tiger Trail - Royal Orchid Central,
Local Gastro Bar,Local Gastro Bar,
Paankhuri Restaurant,Paankhuri Restaurant,
Dynasty Restaurant,Dynasty Restaurant,
The Joint - An Addiction,The Joint - An Addiction,
The Big Brewsky,The Big Brewsky,
Crossroads Bar & Restaurant,Crossroads Bar & Restaurant,
Frozen Desert,Frozen Desert,
3 Spices - DoubleTree By Hilton Hotel,3 Spices - DoubleTree By Hilton Hotel,
Terracotta - Vivanta By Taj,Terracotta - Vivanta By Taj,
Ranganna Military Hotel,Ranganna Military Hotel,
G D Executive,G D Executive,
Sigri - Ramada Hotel,Sigri - Ramada Hotel,
Motuus Qila,Motuus Qila,
Frangipani - Ambrosia Resort and Spa,Frangipani - Ambrosia Resort and Spa,
Cheenos,Cheenos,
Prego - The Westin Hotel,Prego - The Westin Hotel,
Storm Lounge & Bar,Storm Lounge & Bar,
Tian-Asian Cuisine Studio - ITC Maurya,Tian-Asian Cuisine Studio - ITC Maurya,
Purnabramha,Purnabramha,
Jharokha,Jharokha,
Momo 2 Go - Courtyard By Marriott,Momo 2 Go - Courtyard By Marriott,
Blinque - Parc Estique,Blinque - Parc Estique,
Trincas,Trincas,
Green Theory,Green Theory,
New Great Punjab,New Great Punjab,
Food Inn,Food Inn,
Bhoomi,Bhoomi,
Churros,Churros,
Flavours Of Punjab,Flavours Of Punjab,
Guffa,Guffa,
Plated,Plated,
Cascades - The Grand New Delhi,Cascades - The Grand New Delhi,
Area 69,Area 69,
The Mad Teapot/The Wishing Chair,The Mad Teapot/The Wishing Chair,
Elements,Elements,
Baan Thai - The Oberoi Grand,Baan Thai - The Oberoi Grand,
Hotel Gomantak,Hotel Gomantak,
Divya's Rimpy,Divya's Rimpy,
D Freakerrs,D Freakerrs,
Nosh and Bytes,Nosh and Bytes,
La Madeleine,La Madeleine,
Privy,Privy,
Ivy & Bean,Ivy & Bean,
Barush,Barush,
Rim Naam - The Oberoi Hotel,Rim Naam - The Oberoi Hotel,
Vishnuji Ki Rasoi,Vishnuji Ki Rasoi,
Mustang,Mustang,
Chai,Chai,
Lokaahar,Lokaahar,
The Unknown Cafe,The Unknown Cafe,
Asia In Box,Asia In Box,
Big Jack's Diner,Big Jack's Diner,
Bhangra Beat,Bhangra Beat,
Bollywood Biistro,Bollywood Biistro,
Club Delhi,Club Delhi,
Fusion,Fusion,
Pebble Street,Pebble Street,
Mustard & Cress,Mustard & Cress,
Coasta Bay,Coasta Bay,
Tamra - Shangri-La's - Eros Hotel,Tamra - Shangri-La's - Eros Hotel,
Tavern Inn,Tavern Inn,
Bar One - Park Ornate Hotel,Bar One - Park Ornate Hotel,
Aqua Java Zasu,Aqua Java Zasu,
Truffles Cafe,Truffles Cafe,
Raasta Cafe - Shantai Hotel,Raasta Cafe - Shantai Hotel,
Waghjai Restaurant & Bar,Waghjai Restaurant & Bar,
Tiffin Bar - Holiday Inn and Suites,Tiffin Bar - Holiday Inn and Suites,
Di Bella Coffee,Di Bella Coffee,
Bon Homie,Bon Homie,
Dine Hill,Dine Hill,
Shanghai Chowk To Coastal Heaven,Shanghai Chowk To Coastal Heaven,
Coffee Shop - The Centaur Hotel,Coffee Shop - The Centaur Hotel,
Moets Shack,Moets Shack,
Kiva Brew Pub,Kiva Brew Pub,
Te.cha,Te.cha,
The Bay,The Bay,
Pool Side Grill - Cambay Grand,Pool Side Grill - Cambay Grand,
Buddy's Broaster,Buddy's Broaster,
La Gardenia - Hotel Regaalis,La Gardenia - Hotel Regaalis,
The Qube - The Leela Palace,The Qube - The Leela Palace,
The Bar,The Bar,
Rayalaseema Ruchulu,Rayalaseema Ruchulu,
Reflections - Ffort Raichak,Reflections - Ffort Raichak,
Wah Punjab,Wah Punjab,
Chocolate Hut,Chocolate Hut,
Whitefield Baking Company - Bangalore Marriott Hotel,Whitefield Baking Company - Bangalore Marriott Hotel,
Chinese Quisine Restaurant,Chinese Quisine Restaurant,
Cafe - Hyatt Regency,Cafe - Hyatt Regency,
Distil,Distil,
Liquid Lounge & Bar - Hyatt Bangalore,Liquid Lounge & Bar - Hyatt Bangalore,
Jus Trufs,Jus Trufs,
Synk Lounge Bar,Synk Lounge Bar,
Big Bongg Theory,Big Bongg Theory,
Roadhouse,Roadhouse,
Boteco,Boteco,
Diwan,Diwan, Fine Dining Indian Restaurant & Bar
Sofraah,Sofraah,
Ocean Restaurant,Ocean Restaurant,
Simply Foodie,Simply Foodie,
Domino's Pizza,Domino's Pizza|Dominos|Domino,
Crave,Crave,
Burger King,Burger King,
Sigree Global Grill  ,Sigree Global Grill  ,
Brewberrys,Brewberrys,
Paatra - Jaypee Vasant Continental,Paatra - Jaypee Vasant Continental,
The Chaai,The Chaai,
Sip N Bite,Sip N Bite,
The Bhoj Company,The Bhoj Company,
Cafe Foto Clubs,Cafe Foto Clubs,
Bartini's - Park Plaza,Bartini's - Park Plaza,
Chillax,Chillax,
River View Family Restaurant & Bar,River View Family Restaurant & Bar,
Hotel Dhawal,Hotel Dhawal,
H2O Resto Pub,H2O Resto Pub,
Kebab Theater,Kebab Theater,
Sarvi Bakery,Sarvi Bakery,
Moets Curry Leaf,Moets Curry Leaf,
Rajmudra Restaurant & Bar,Rajmudra Restaurant & Bar,
Cafe 101,Cafe 101,
Whispering Bamboo - Vivanta By Taj,Whispering Bamboo - Vivanta By Taj,
Coastal Spices,Coastal Spices,
Kangan - The Westin,Kangan - The Westin,
Ovenfresh - Kenilworth Hotel,Ovenfresh - Kenilworth Hotel,
Bella - Crowne Plaza,Bella - Crowne Plaza,
Khandani Rajdhani,Khandani Rajdhani,
Le Jardin - The Oberoi Hotel,Le Jardin - The Oberoi Hotel,
Cosmo,Cosmo,
Penguin Bistro,Penguin Bistro,
Golden Joy,Golden Joy,
Hard Rock Cafe,Hard Rock Cafe,
Purepur Kolhapur,Purepur Kolhapur,
Terrace Grill - Fortune Select JP Cosmos Hotel,Terrace Grill - Fortune Select JP Cosmos Hotel,
O2 Karaoke Bar & Restaurant - VITS ,O2 Karaoke Bar & Restaurant - VITS ,
The Lounge Bar - Hyatt Hyderabad,The Lounge Bar - Hyatt Hyderabad,
Spice of Awadh,Spice of Awadh,
Pragathi Restaurant,Pragathi Restaurant,
Cilantro - Trident,Cilantro - Trident,
Deli - Crowne Plaza,Deli - Crowne Plaza,
The Flaming Kick,The Flaming Kick,
U4iA ,U4iA ,
Taareef,Taareef,
Nouvelle Garden,Nouvelle Garden,
Lan Thai,Lan Thai,
Khyen Chyen,Khyen Chyen,
Green Bawarchi Restaurant,Green Bawarchi Restaurant,
La Bella Chicken,La Bella Chicken,
The Junkyard Cafe,The Junkyard Cafe,
India Grill - Hilton Garden Inn,India Grill - Hilton Garden Inn,
Rhythm,Rhythm,
Ali Baba's,Ali Baba's,
Quaff,Quaff,
Coast Cafe,Coast Cafe,
Kyoto,Kyoto,
Rock n Grill,Rock n Grill,
Swig Bar & Eatery,Swig Bar & Eatery,
Zodiac - Fortune Select Trinity,Zodiac - Fortune Select Trinity,
Deez Resto Bar,Deez Resto Bar,
TBBQ - Terrace Barbecue - Country Inn & Suites By Carlson,TBBQ - Terrace Barbecue - Country Inn & Suites By Carlson,
Palate Tips,Palate Tips,
MOJO - The Craft Brewery,MOJO - The Craft Brewery,
Niche - Lounge & Bistro,Niche - Lounge & Bistro,
Holy Smokes,Holy Smokes,
Palki,Palki,
Avadh Restaurant,Avadh Restaurant,
Nizam's Paradise,Nizam's Paradise,
Barbeque World,Barbeque World,
Breads Curry & Biryani,Breads Curry & Biryani,
Ginza Bar,Ginza Bar,
Jakoi,Jakoi,
Mio Grand,Mio Grand,
Thalassery Restaurant,Thalassery Restaurant,
Spice,Spice,
Flames,Flames,
Blooms - Eros Hotel,Blooms - Eros Hotel,
Flamez,Flamez,
Flavor of Ming,Flavor of Ming,
The Beer Cafe Biggie,The Beer Cafe Biggie,
By The Green,By The Green,
The Empire,The Empire,
Sunrise Family Garden,Sunrise Family Garden,
Bhagini Park ,Bhagini Park ,
Xxroom,Xxroom,
Gravity Bistro,Gravity Bistro,
Naya - Anya Hotel,Naya - Anya Hotel,
Polo Lounge - Hyatt Regency,Polo Lounge - Hyatt Regency,
Hitec Nanking,Hitec Nanking,
Glacier,Glacier,
Amara - Trident Hotel,Amara - Trident Hotel,
WoW Mughlai Handi and BBQ Grill,WoW Mughlai Handi and BBQ Grill,
Bombay Street Cafe,Bombay Street Cafe,
Eastin Easy Citizen Restaurant,Eastin Easy Citizen Restaurant,
Indus,Indus,
Atrium Bar & Lounge - The Suryaa Hotel New Delhi,Atrium Bar & Lounge - The Suryaa Hotel New Delhi,
Havmor Restaurant,Havmor Restaurant,
Pindi Express,Pindi Express,
Minar Restaurant,Minar Restaurant,
Wendy's ,Wendy's ,
Tbasco Cafe n Bar,Tbasco Cafe n Bar,
3 Monkeys Brew Pub,3 Monkeys Brew Pub,
Kasan - The Flavours Of India,Kasan - The Flavours Of India,
Salsa Salsaa,Salsa Salsaa,
The Table Blue,The Table Blue,
Chowman,Chowman,
Aroma Spice,Aroma Spice,
King Khan,King Khan,
Baap No Bagicho,Baap No Bagicho,
Hotel Asha,Hotel Asha,
The Retro Cafe,The Retro Cafe,
Spice It,Spice It,
Gaylords,Gaylords,
Hotel Sitara Grand,Hotel Sitara Grand,
Fired Karamchari,Fired Karamchari,
Annachi,Annachi,
Trincas Tavern,Trincas Tavern,
Casablanca ,Casablanca ,
China House - Hyatt Regency,China House - Hyatt Regency,
Go Pub,Go Pub,
Windsor Pub,Windsor Pub,
Deccan Hills,Deccan Hills,
Imly Xpress,Imly Xpress,
The Big Mataka,The Big Mataka,
Hakuna Matata,Hakuna Matata,
Dan Sin Quin,Dan Sin Quin,
Qahwa - Dinercafe,Qahwa - Dinercafe,
Rred Hot Asian Bistro,Rred Hot Asian Bistro,
Dheemi Aanch,Dheemi Aanch,
Kudla,Kudla,
J W Mirage ,J W Mirage ,
The Royal Corner,The Royal Corner,
Gyan's,Gyan's,
Asia Kitchen,Asia Kitchen,
Punjabee Rasoi,Punjabee Rasoi,
The Dragon Huck's,The Dragon Huck's,
Ultra Premium Bar - Galaxy Hotel,Ultra Premium Bar - Galaxy Hotel,
Ruchi,Ruchi,
Toritos,Toritos,
Vetro,Vetro,
Margarita Deck,Margarita Deck,
My Bar & Restaurant,My Bar & Restaurant,
Open House Cafe,Open House Cafe,
Affi La Cafe,Affi La Cafe,
Sidewalk - Hyatt Regency,Sidewalk - Hyatt Regency,
Cuisine Culture,Cuisine Culture,
Dadi Ma Ki Rasoi,Dadi Ma Ki Rasoi,
Indigo Live Music Bar & Terrace,Indigo Live Music Bar & Terrace,
The Baithak,The Baithak,
Fly Kouzina,Fly Kouzina,
Cup Cakes - Radisson Blu,Cup Cakes - Radisson Blu,
Dine @ 9,Dine @ 9,
WTF!,WTF!,
The Steak Factory,The Steak Factory,
Cafe 15A - St Laurn Business Hotel,Cafe 15A - St Laurn Business Hotel,
Brewsky ,Brewsky ,
Wokstar,Wokstar,
Skylit,Skylit,
Pot Biriyani,Pot Biriyani,
Mitra Cafe,Mitra Cafe,
Cafe Terra,Cafe Terra,
Zorba The Buddha - Bistro Cafe,Zorba The Buddha - Bistro Cafe,
Aranyak Bar,Aranyak Bar,
Cafe Blue Tomato,Cafe Blue Tomato,
Yellow Fields,Yellow Fields,
Social Clinic,Social Clinic,
Elite Club Lounge Bar,Elite Club Lounge Bar,
The Fishbowl - Hyatt Pune,The Fishbowl - Hyatt Pune,
Smaaash,Smaaash,
MPG Zaika Chillies,MPG Zaika Chillies,
Hotel Ratna Regency,Hotel Ratna Regency,
Cafe Rolla Costa,Cafe Rolla Costa,
Buzz,Buzz,
Mini Mughal,Mini Mughal,
Sync Restro Bar,Sync Restro Bar,
Grasshopper,Grasshopper,
Alibaba Cafe and Restaurant,Alibaba Cafe and Restaurant,
Desi Tadka,Desi Tadka,
Vaikuntam,Vaikuntam,
WYT Resto Pub - Komfort Terraces Hotel,WYT Resto Pub - Komfort Terraces Hotel,
Thugs,Thugs,
Mayura House,Mayura House,
Spoil Lounge,Spoil Lounge,
K Lounge N Bar,K Lounge N Bar,
Bistro Oui,Bistro Oui,
Knikks Caffe Lounge,Knikks Caffe Lounge,
Golden Curry - Hotel Grand Emerald,Golden Curry - Hotel Grand Emerald,
En - The Japanese Restaurant,En - The Japanese Restaurant,
Cafe Knosh - The Leela Ambience Convention Hotel,Cafe Knosh - The Leela Ambience Convention Hotel,
Greasy Spoon Bar & Kitchen,Greasy Spoon Bar & Kitchen,
Pizza Vito,Pizza Vito,
Deli 4 - Vivanta by Taj,Deli 4 - Vivanta by Taj,
Kok Pa Chinese,Kok Pa Chinese,
Youphoria Restaurant Bar & Lounge,Youphoria Restaurant Bar & Lounge,
Jamie's Italian,Jamie's Italian,
Ocean Grill,Ocean Grill,
Khaan Saab,Khaan Saab,
Beer House,Beer House,
Atrium Bar - Taj Deccan,Atrium Bar - Taj Deccan,
Chandni Palace Bar And Restaurant,Chandni Palace Bar And Restaurant,
Chilli Wok - The Myx,Chilli Wok - The Myx,
Haldiram's,Haldiram's,
Eros Hotel,Eros Hotel,
A New Ambrosia,A New Ambrosia,
Tadka - Ohri's,Tadka - Ohri's,
IVY,IVY,
Suruchi,Suruchi,
Buy The Bridge,Buy The Bridge,
Moti Mahal Delux Legendary Culinary,Moti Mahal Delux Legendary Culinary,
Skye The Lounge Bar - Radisson Blu Hotel,Skye The Lounge Bar - Radisson Blu Hotel,
Rigel,Rigel,
Simply Barbeque,Simply Barbeque,
Hotel Roxy,Hotel Roxy,
Chef's Palate,Chef's Palate,
Caramba Strikers Sports Bar & Lounge - Uno In Hotel,Caramba Strikers Sports Bar & Lounge - Uno In Hotel,
Five Spices,Five Spices,
Doosri Mehfil,Doosri Mehfil,
Green Bawarchi Hotel,Green Bawarchi Hotel,
Silver Nest,Silver Nest,
Cafe Bistro,Cafe Bistro,
Wood Fire Grill,Wood Fire Grill,
Aagrah,Aagrah,
Om Ganpati Restaurant,Om Ganpati Restaurant,
Salt & Pepper,Salt & Pepper,
The Four Leaves,The Four Leaves,
FNC Cafe 132,FNC Cafe 132,
Aura,Aura,
Atara Cafe - The Atara Hotel,Atara Cafe - The Atara Hotel,
Embers,Embers,
R.E.D - Radisson Blu,R.E.D - Radisson Blu,
Sawai,Sawai,
Feast - Sheraton Hyderabad Hotel,Feast - Sheraton Hyderabad Hotel,
Barleyz,Barleyz,
Converszationz Cafe & Resto Lounge,Converszationz Cafe & Resto Lounge,
Royal Afghan -ITC Windsor Hotel,Royal Afghan -ITC Windsor Hotel,
Yummy Nights,Yummy Nights,
Splash,Splash,
Cafe Unplugged,Cafe Unplugged,
Zu Tisch,Zu Tisch,
Verve - Royal Orchid Resort & Convention Centre,Verve - Royal Orchid Resort & Convention Centre,
Blue Bar - The Taj West End,Blue Bar - The Taj West End,
Blue House Resto Bar,Blue House Resto Bar,
Kholani's Dine in Barbeque,Kholani's Dine in Barbeque,
4 Food,4 Food,
Oriental Fusion,Oriental Fusion,
Luscious - St. Mark's Hotel,Luscious - St. Mark's Hotel,
Rangrez,Rangrez,
Aaira - The Myx,Aaira - The Myx,
Urban Asia,Urban Asia,
Waterside Cafe - Taj Banjara ,Waterside Cafe - Taj Banjara ,
Bread Story,Bread Story,
A State of Music- ASOM - Radisson Blu,A State of Music- ASOM - Radisson Blu,
Umerkot,Umerkot,
Jaliyan,Jaliyan,
Magikk Kitchen,Magikk Kitchen,
Pichkari Cafe,Pichkari Cafe,
S-Bar Club & Lounge,S-Bar Club & Lounge,
Nithyothsav,Nithyothsav,
Butler House,Butler House,
Suryawanshi Maratha,Suryawanshi Maratha,
The Coorg Food Co.,The Coorg Food Co.,
Wenger's,Wenger's,
Ivory Kitchen,Ivory Kitchen,
Kokani Lajjat,Kokani Lajjat,
Ohri's Dhaba,Ohri's Dhaba,
Soo Yung,Soo Yung,
Caperberry,Caperberry,
1857,1857,
The Pastry Shop - Hyatt,The Pastry Shop - Hyatt,
Asian Melange,Asian Melange,
Dvar - Radisson Blu,Dvar - Radisson Blu,
First Milestone,First Milestone,
Soy Pavillion,Soy Pavillion,
Atta Galatta Cafe,Atta Galatta Cafe,
What's Up!,What's Up!,
Playboy Club - Novotel Hyderabad Convention Center,Playboy Club - Novotel Hyderabad Convention Center,
Mughal Express,Mughal Express,
Curry Leaves ,Curry Leaves ,
Sri Kanya Comfort,Sri Kanya Comfort,
Brown County,Brown County,
Le-Ville,Le-Ville,
Grillers,Grillers,
Donkey's Arse,Donkey's Arse,
High Street Kitchen & Bar,High Street Kitchen & Bar,
Rahham's International,Rahham's International,
Sea Salt,Sea Salt,
Parampara,Parampara,
Cafe G - Crowne Plaza,Cafe G - Crowne Plaza,
Brigade Pearl,Brigade Pearl,
Lazeez Restaurant,Lazeez Restaurant,
Lemon - The Lounge Bar,Lemon - The Lounge Bar,
Amrutham,Amrutham,
The Dining Room - Park Hyatt Hotel,The Dining Room - Park Hyatt Hotel,
Estia,Estia,
Silk Route-The Sky Bar,Silk Route-The Sky Bar,
Bowler's Den,Bowler's Den,
Tea Lounge - Le Meridien,Tea Lounge - Le Meridien,
Sheetal Lunch Home & Bar,Sheetal Lunch Home & Bar,
Gufha - The President Hotel,Gufha - The President Hotel,
Chaskaa Reloaded Cafe,Chaskaa Reloaded Cafe,
Krishna Chaya,Krishna Chaya,
2 Bandits Lounge & Bar,2 Bandits Lounge & Bar,
Syn Asian Grill & Bar - Taj Deccan,Syn Asian Grill & Bar - Taj Deccan,
Tandooriwala,Tandooriwala,
Cafe Moshe's,Cafe Moshe's,
Arsalan,Arsalan,
The Only Place,The Only Place,
Vietnamese Kitchen,Vietnamese Kitchen,
Kadai Crust,Kadai Crust,
Blu O,Blu O,
Punjabi By Nature Quickie,Punjabi By Nature Quickie,
Wooden Barrel,Wooden Barrel,
Smoke Shack - Park Plaza Kolkata Ballygunge,Smoke Shack - Park Plaza Kolkata Ballygunge,
Chill The Bar - Noorya Hometel,Chill The Bar - Noorya Hometel,
Mumbai Matinee,Mumbai Matinee,
An Idea,An Idea,
Over The Flames,Over The Flames,
X'tasy - The Pride Hotel,X'tasy - The Pride Hotel,
Mythh - Hotel Hindusthan International,Mythh - Hotel Hindusthan International,
Kaafila,Kaafila,
Mix - The Westin Sohna Resort & Spa,Mix - The Westin Sohna Resort & Spa,
Hotel Varun,Hotel Varun,
Spoonful Of Sugar,Spoonful Of Sugar,
Rice Bowl,Rice Bowl,
Beans & Leaves - Hotel Platinum Inn,Beans & Leaves - Hotel Platinum Inn,
Nisarga Restaurant,Nisarga Restaurant,
Pepper Cafe,Pepper Cafe,
Barbeque Nation - Ginger Hotel,Barbeque Nation - Ginger Hotel,
Chai Break,Chai Break,
13 Dhaba,13 Dhaba,
Pingara,Pingara,
Downtown - Diners & Living Beer Cafe,Downtown - Diners & Living Beer Cafe,
Upsouth,Upsouth,
The Hangar - Bar & Lounge - Holiday Inn,The Hangar - Bar & Lounge - Holiday Inn,
Darbar,Darbar,
Ripples - Avalon Hotel,Ripples - Avalon Hotel,
Food United,Food United,
Eagle Restaurant & Bar,Eagle Restaurant & Bar,
Shanghai - The Chinese Kitchen,Shanghai - The Chinese Kitchen,
Apache NXT,Apache NXT,
Faarsi,Faarsi,
Zest Bar And Lounge,Zest Bar And Lounge,
Chawla Restaurant,Chawla Restaurant,
Countryside Shack,Countryside Shack,
Bourbon Bliss Sports Bar - The  Berry's,Bourbon Bliss Sports Bar - The  Berry's,
212 All Day Cafe & Bar,212 All Day Cafe & Bar,
Tea Trails,Tea Trails,
Mystic Flavours,Mystic Flavours,
Flip Bistro,Flip Bistro,
Atlantics Bar Grill & Banquets,Atlantics Bar Grill & Banquets,
Ebony - Hotel Ivory Tower,Ebony - Hotel Ivory Tower,
The Chocolate Box - Radisson Blu,The Chocolate Box - Radisson Blu,
The Donut Baker,The Donut Baker,
Punjabi Affair,Punjabi Affair,
Flaming Wok,Flaming Wok,
Woks - The LaLit New Delhi,Woks - The LaLit New Delhi,
Moti Mahal Delux Tandoori Trail,Moti Mahal Delux Tandoori Trail,
Connexions - Crowne Plaza,Connexions - Crowne Plaza,
