value,variants
footwear,footwear
Shoes,Shoes
Floaters,Floaters
Slippers,Slippers
Sneakers,Sneakers
Loafers,Loafers
Boots,Boots
Casual Shoe,Casual Shoe
flip flop,flip flop|flip-flop|flipflop
Wedges,Wedges
Shoes,Shoes
Floaters,Floaters
Slippers,Slippers
Bellies,Bellies
Heels,Heels
boots,boots
loafers,loafers
flip flop,flip flop|flipflop
crocs,crocs
Sandal,sandals
Sneakers,Sneakers
